"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image","IOI","normIOI","Interval","Subcomponent","Grouping"
13,41,11300,72,88,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",253,0.926739926739927,12,"Legato","teaching-articulation"
14,42,11578,76,84,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",278,1.01831501831502,13,"Legato","teaching-articulation"
15,44,11828,79,77,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",250,0.915750915750916,14,"Legato","teaching-articulation"
16,46,12089,84,81,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",261,0.956043956043956,15,"Legato","teaching-articulation"
17,48,12353,83,75,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",264,0.967032967032967,16,"Legato","teaching-articulation"
18,51,12660,81,68,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",307,1.12454212454212,17,"LtoS","teaching-articulation"
19,53,12939,81,62,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",279,1.02197802197802,18,"Staccato","teaching-articulation"
20,55,13189,81,66,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",250,0.915750915750916,19,"Staccato","teaching-articulation"
21,57,13459,83,79,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",270,0.989010989010989,20,"StoL","teaching-articulation"
22,58,13728,81,63,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",269,0.985347985347985,21,"Legato","teaching-articulation"
23,60,13985,84,76,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",257,0.941391941391941,22,"Legato","teaching-articulation"
24,62,14260,81,78,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",275,1.00732600732601,23,"Legato","teaching-articulation"
25,64,14525,78,72,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",265,0.970695970695971,24,"Legato","teaching-articulation"
30,75,17285,77,65,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",278,1.01831501831502,29,"Staccato","teaching-articulation"
31,77,17530,76,68,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",245,0.897435897435897,30,"Staccato","teaching-articulation"
32,79,17804,76,56,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",274,1.003663003663,31,"Staccato","teaching-articulation"
37,89,20775,76,69,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",258,0.945054945054945,36,"Staccato","teaching-articulation"
38,91,21030,76,58,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",255,0.934065934065934,37,"Staccato","teaching-articulation"
39,93,21293,76,57,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",263,0.963369963369963,38,"Staccato","teaching-articulation"
40,95,21586,81,67,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",293,1.07326007326007,39,"StoL","teaching-articulation"
41,96,21876,77,68,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",290,1.06227106227106,40,"Legato","teaching-articulation"
42,98,22140,76,76,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",264,0.967032967032967,41,"Legato","teaching-articulation"
43,100,22391,74,80,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",251,0.919413919413919,42,"Legato","teaching-articulation"
44,102,22652,76,80,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",261,0.956043956043956,43,"Legato","teaching-articulation"
45,104,22928,79,80,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",276,1.01098901098901,44,"Legato","teaching-articulation"
46,106,23187,74,71,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",259,0.948717948717949,45,"Legato","teaching-articulation"
47,108,23471,71,58,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",284,1.04029304029304,46,"Legato","teaching-articulation"
48,111,23751,72,68,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",280,1.02564102564103,47,"LtoS","teaching-articulation"
49,113,24003,72,70,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",252,0.923076923076923,48,"Staccato","teaching-articulation"
50,115,24258,74,70,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",255,0.934065934065934,49,"Staccato","teaching-articulation"
51,117,24540,74,62,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",282,1.03296703296703,50,"Staccato","teaching-articulation"
54,123,26339,65,67,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",273,1,53,"Staccato","teaching-articulation"
55,125,26606,64,56,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",267,0.978021978021978,54,"Staccato","teaching-articulation"
56,127,26863,64,56,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",257,0.941391941391941,55,"Staccato","teaching-articulation"
59,133,28718,67,71,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",271,0.992673992673993,58,"Staccato","teaching-articulation"
60,135,28974,71,81,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",256,0.937728937728938,59,"Staccato","teaching-articulation"
61,137,29241,71,69,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",267,0.978021978021978,60,"Staccato","teaching-articulation"
62,139,29501,72,79,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",260,0.952380952380952,61,"Staccato","teaching-articulation"
63,141,29773,72,71,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",272,0.996336996336996,62,"Staccato","teaching-articulation"
64,143,30029,73,73,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",256,0.937728937728938,63,"Staccato","teaching-articulation"
65,145,30279,73,76,1,2,273,17,1,1,"articulation","teaching","1_t_stim_a.png",250,0.915750915750916,64,"Staccato","teaching-articulation"
2,18,8902,78,70,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",274,1.003663003663,1,"Legato","teaching-articulation"
3,20,9164,79,70,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",262,0.95970695970696,2,"Legato","teaching-articulation"
4,22,9394,76,68,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",230,0.842490842490842,3,"Legato","teaching-articulation"
5,24,9675,72,68,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",281,1.02930402930403,4,"Legato","teaching-articulation"
6,27,9943,67,66,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",268,0.981684981684982,5,"LtoS","teaching-articulation"
7,29,10180,67,75,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",237,0.868131868131868,6,"Staccato","teaching-articulation"
8,31,10429,67,68,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",249,0.912087912087912,7,"Staccato","teaching-articulation"
9,33,10761,79,57,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",332,1.21611721611722,8,"StoL","teaching-articulation"
11,38,11247,79,74,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",294,1.07692307692308,10,"Legato","teaching-articulation"
12,40,11501,76,73,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",254,0.93040293040293,11,"Legato","teaching-articulation"
13,43,11758,72,75,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",257,0.941391941391941,12,"Legato","teaching-articulation"
14,44,12021,76,68,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",263,0.963369963369963,13,"Legato","teaching-articulation"
15,47,12287,79,69,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",266,0.974358974358974,14,"Legato","teaching-articulation"
16,49,12536,84,73,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",249,0.912087912087912,15,"Legato","teaching-articulation"
17,50,12800,83,63,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",264,0.967032967032967,16,"Legato","teaching-articulation"
18,53,13086,81,57,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",286,1.04761904761905,17,"LtoS","teaching-articulation"
19,55,13319,81,62,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",233,0.853479853479853,18,"Staccato","teaching-articulation"
20,57,13555,81,65,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",236,0.864468864468865,19,"Staccato","teaching-articulation"
21,59,13815,83,74,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",260,0.952380952380952,20,"StoL","teaching-articulation"
22,60,14079,81,70,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",264,0.967032967032967,21,"Legato","teaching-articulation"
23,62,14328,84,75,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",249,0.912087912087912,22,"Legato","teaching-articulation"
24,64,14587,81,67,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",259,0.948717948717949,23,"Legato","teaching-articulation"
25,66,14841,78,69,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",254,0.93040293040293,24,"Legato","teaching-articulation"
30,77,17292,77,63,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",285,1.04395604395604,29,"Staccato","teaching-articulation"
31,79,17552,76,59,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",260,0.952380952380952,30,"Staccato","teaching-articulation"
32,81,17807,76,53,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",255,0.934065934065934,31,"Staccato","teaching-articulation"
37,91,20798,76,60,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",244,0.893772893772894,36,"Staccato","teaching-articulation"
38,93,21067,76,70,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",269,0.985347985347985,37,"Staccato","teaching-articulation"
39,95,21324,76,62,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",257,0.941391941391941,38,"Staccato","teaching-articulation"
40,97,21594,81,74,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",270,0.989010989010989,39,"StoL","teaching-articulation"
41,98,21869,77,71,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",275,1.00732600732601,40,"Legato","teaching-articulation"
42,100,22120,76,74,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",251,0.919413919413919,41,"Legato","teaching-articulation"
43,102,22379,74,82,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",259,0.948717948717949,42,"Legato","teaching-articulation"
44,105,22639,76,72,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",260,0.952380952380952,43,"Legato","teaching-articulation"
45,106,22903,79,80,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",264,0.967032967032967,44,"Legato","teaching-articulation"
46,108,23167,74,75,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",264,0.967032967032967,45,"Legato","teaching-articulation"
47,110,23429,71,64,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",262,0.95970695970696,46,"Legato","teaching-articulation"
48,113,23702,72,67,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",273,1,47,"LtoS","teaching-articulation"
49,115,23967,72,75,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",265,0.970695970695971,48,"Staccato","teaching-articulation"
50,117,24229,74,67,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",262,0.95970695970696,49,"Staccato","teaching-articulation"
51,119,24499,74,71,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",270,0.989010989010989,50,"Staccato","teaching-articulation"
54,125,26219,65,68,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",263,0.963369963369963,53,"Staccato","teaching-articulation"
55,127,26481,64,64,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",262,0.95970695970696,54,"Staccato","teaching-articulation"
56,129,26739,64,66,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",258,0.945054945054945,55,"Staccato","teaching-articulation"
59,135,28361,67,67,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",267,0.978021978021978,58,"Staccato","teaching-articulation"
60,137,28624,71,63,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",263,0.963369963369963,59,"Staccato","teaching-articulation"
61,139,28859,71,67,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",235,0.860805860805861,60,"Staccato","teaching-articulation"
62,141,29128,72,76,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",269,0.985347985347985,61,"Staccato","teaching-articulation"
63,143,29386,72,77,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",258,0.945054945054945,62,"Staccato","teaching-articulation"
64,145,29642,73,81,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",256,0.937728937728938,63,"Staccato","teaching-articulation"
65,147,29899,73,71,1,2,273,17,1,2,"articulation","teaching","2_t_stim_a.png",257,0.941391941391941,64,"Staccato","teaching-articulation"
2,18,8834,78,81,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",271,0.992673992673993,1,"Legato","teaching-articulation"
3,20,9096,79,75,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",262,0.95970695970696,2,"Legato","teaching-articulation"
4,22,9350,76,67,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",254,0.93040293040293,3,"Legato","teaching-articulation"
5,24,9624,72,79,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",274,1.003663003663,4,"Legato","teaching-articulation"
6,27,9897,67,66,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",273,1,5,"LtoS","teaching-articulation"
7,29,10166,67,53,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",269,0.985347985347985,6,"Staccato","teaching-articulation"
8,31,10428,67,70,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",262,0.95970695970696,7,"Staccato","teaching-articulation"
9,33,10716,79,71,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",288,1.05494505494505,8,"StoL","teaching-articulation"
10,34,10968,78,75,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",252,0.923076923076923,9,"Legato","teaching-articulation"
11,36,11232,79,78,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",264,0.967032967032967,10,"Legato","teaching-articulation"
12,38,11480,76,74,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",248,0.908424908424908,11,"Legato","teaching-articulation"
13,41,11724,72,74,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",244,0.893772893772894,12,"Legato","teaching-articulation"
14,42,12012,76,71,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",288,1.05494505494505,13,"Legato","teaching-articulation"
15,44,12271,79,71,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",259,0.948717948717949,14,"Legato","teaching-articulation"
16,46,12526,84,72,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",255,0.934065934065934,15,"Legato","teaching-articulation"
17,48,12803,83,74,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",277,1.01465201465201,16,"Legato","teaching-articulation"
18,51,13089,81,61,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",286,1.04761904761905,17,"LtoS","teaching-articulation"
19,53,13354,81,64,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",265,0.970695970695971,18,"Staccato","teaching-articulation"
20,55,13610,81,67,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",256,0.937728937728938,19,"Staccato","teaching-articulation"
21,57,13884,83,72,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",274,1.003663003663,20,"StoL","teaching-articulation"
22,58,14151,81,76,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",267,0.978021978021978,21,"Legato","teaching-articulation"
23,60,14430,84,81,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",279,1.02197802197802,22,"Legato","teaching-articulation"
24,62,14702,81,65,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",272,0.996336996336996,23,"Legato","teaching-articulation"
25,64,14968,78,77,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",266,0.974358974358974,24,"Legato","teaching-articulation"
30,75,17657,77,67,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",279,1.02197802197802,29,"Staccato","teaching-articulation"
31,77,17922,76,63,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",265,0.970695970695971,30,"Staccato","teaching-articulation"
32,79,18180,76,70,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",258,0.945054945054945,31,"Staccato","teaching-articulation"
37,89,21098,76,64,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",251,0.919413919413919,36,"Staccato","teaching-articulation"
38,91,21368,76,67,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",270,0.989010989010989,37,"Staccato","teaching-articulation"
39,93,21622,76,67,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",254,0.93040293040293,38,"Staccato","teaching-articulation"
40,95,21919,81,71,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",297,1.08791208791209,39,"StoL","teaching-articulation"
41,96,22196,77,73,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",277,1.01465201465201,40,"Legato","teaching-articulation"
42,98,22462,76,71,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",266,0.974358974358974,41,"Legato","teaching-articulation"
43,100,22721,74,81,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",259,0.948717948717949,42,"Legato","teaching-articulation"
44,102,22992,76,71,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",271,0.992673992673993,43,"Legato","teaching-articulation"
45,104,23264,79,81,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",272,0.996336996336996,44,"Legato","teaching-articulation"
46,106,23534,74,76,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",270,0.989010989010989,45,"Legato","teaching-articulation"
47,108,23810,71,61,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",276,1.01098901098901,46,"Legato","teaching-articulation"
48,111,24081,72,68,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",271,0.992673992673993,47,"LtoS","teaching-articulation"
49,113,24354,72,72,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",273,1,48,"Staccato","teaching-articulation"
50,115,24618,74,67,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",264,0.967032967032967,49,"Staccato","teaching-articulation"
51,117,24906,74,58,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",288,1.05494505494505,50,"Staccato","teaching-articulation"
54,123,26629,65,70,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",265,0.970695970695971,53,"Staccato","teaching-articulation"
55,125,26886,64,66,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",257,0.941391941391941,54,"Staccato","teaching-articulation"
56,127,27165,64,69,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",279,1.02197802197802,55,"Staccato","teaching-articulation"
59,133,28884,67,66,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",246,0.901098901098901,58,"Staccato","teaching-articulation"
60,135,29152,71,81,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",268,0.981684981684982,59,"Staccato","teaching-articulation"
61,137,29400,71,83,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",248,0.908424908424908,60,"Staccato","teaching-articulation"
62,139,29647,72,76,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",247,0.904761904761905,61,"Staccato","teaching-articulation"
63,141,29917,72,79,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",270,0.989010989010989,62,"Staccato","teaching-articulation"
64,143,30183,73,83,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",266,0.974358974358974,63,"Staccato","teaching-articulation"
65,145,30422,73,78,1,2,273,17,1,3,"articulation","teaching","3_t_stim_a.png",239,0.875457875457875,64,"Staccato","teaching-articulation"
2,18,8788,78,65,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",303,1.10989010989011,1,"Legato","teaching-articulation"
3,20,9057,79,73,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",269,0.985347985347985,2,"Legato","teaching-articulation"
4,22,9297,76,68,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",240,0.879120879120879,3,"Legato","teaching-articulation"
5,24,9577,72,65,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",280,1.02564102564103,4,"Legato","teaching-articulation"
6,27,9901,67,37,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",324,1.18681318681319,5,"LtoS","teaching-articulation"
7,29,10134,67,60,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",233,0.853479853479853,6,"Staccato","teaching-articulation"
8,31,10390,67,66,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",256,0.937728937728938,7,"Staccato","teaching-articulation"
9,33,10673,79,72,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",283,1.03663003663004,8,"StoL","teaching-articulation"
10,34,10915,78,78,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",242,0.886446886446886,9,"Legato","teaching-articulation"
11,36,11180,79,67,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",265,0.970695970695971,10,"Legato","teaching-articulation"
12,38,11446,76,68,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",266,0.974358974358974,11,"Legato","teaching-articulation"
13,41,11718,72,70,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",272,0.996336996336996,12,"Legato","teaching-articulation"
14,42,11974,76,72,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",256,0.937728937728938,13,"Legato","teaching-articulation"
15,44,12241,79,69,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",267,0.978021978021978,14,"Legato","teaching-articulation"
16,47,12509,84,75,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",268,0.981684981684982,15,"Legato","teaching-articulation"
17,48,12771,83,76,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",262,0.95970695970696,16,"Legato","teaching-articulation"
18,51,13046,81,72,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",275,1.00732600732601,17,"LtoS","teaching-articulation"
19,53,13312,81,73,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",266,0.974358974358974,18,"Staccato","teaching-articulation"
20,55,13570,81,63,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",258,0.945054945054945,19,"Staccato","teaching-articulation"
21,57,13850,83,71,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",280,1.02564102564103,20,"StoL","teaching-articulation"
22,58,14113,81,63,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",263,0.963369963369963,21,"Legato","teaching-articulation"
23,61,14379,84,72,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",266,0.974358974358974,22,"Legato","teaching-articulation"
24,62,14642,81,65,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",263,0.963369963369963,23,"Legato","teaching-articulation"
25,64,14890,78,65,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",248,0.908424908424908,24,"Legato","teaching-articulation"
30,75,17548,77,68,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",269,0.985347985347985,29,"Staccato","teaching-articulation"
31,77,17813,76,56,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",265,0.970695970695971,30,"Staccato","teaching-articulation"
32,79,18048,76,55,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",235,0.860805860805861,31,"Staccato","teaching-articulation"
37,89,20938,76,62,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",260,0.952380952380952,36,"Staccato","teaching-articulation"
38,91,21206,76,74,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",268,0.981684981684982,37,"Staccato","teaching-articulation"
39,93,21463,76,72,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",257,0.941391941391941,38,"Staccato","teaching-articulation"
40,95,21755,81,72,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",292,1.06959706959707,39,"StoL","teaching-articulation"
41,96,22045,77,77,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",290,1.06227106227106,40,"Legato","teaching-articulation"
42,98,22299,76,78,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",254,0.93040293040293,41,"Legato","teaching-articulation"
43,100,22554,74,83,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",255,0.934065934065934,42,"Legato","teaching-articulation"
44,102,22823,76,79,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",269,0.985347985347985,43,"Legato","teaching-articulation"
45,104,23089,79,75,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",266,0.974358974358974,44,"Legato","teaching-articulation"
46,106,23353,74,74,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",264,0.967032967032967,45,"Legato","teaching-articulation"
47,108,23631,71,59,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",278,1.01831501831502,46,"Legato","teaching-articulation"
48,111,23902,72,64,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",271,0.992673992673993,47,"LtoS","teaching-articulation"
49,113,24143,72,68,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",241,0.882783882783883,48,"Staccato","teaching-articulation"
50,115,24400,74,72,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",257,0.941391941391941,49,"Staccato","teaching-articulation"
51,117,24680,74,67,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",280,1.02564102564103,50,"Staccato","teaching-articulation"
54,123,26525,65,62,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",291,1.06593406593407,53,"Staccato","teaching-articulation"
55,125,26788,64,57,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",263,0.963369963369963,54,"Staccato","teaching-articulation"
56,127,27029,64,59,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",241,0.882783882783883,55,"Staccato","teaching-articulation"
59,133,28786,67,79,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",263,0.963369963369963,58,"Staccato","teaching-articulation"
60,135,29056,71,81,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",270,0.989010989010989,59,"Staccato","teaching-articulation"
61,137,29316,71,83,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",260,0.952380952380952,60,"Staccato","teaching-articulation"
62,139,29555,72,69,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",239,0.875457875457875,61,"Staccato","teaching-articulation"
63,141,29813,72,74,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",258,0.945054945054945,62,"Staccato","teaching-articulation"
64,143,30074,73,76,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",261,0.956043956043956,63,"Staccato","teaching-articulation"
65,145,30326,73,81,1,2,273,17,1,4,"articulation","teaching","4_t_stim_a.png",252,0.923076923076923,64,"Staccato","teaching-articulation"
2,18,8553,78,69,1,2,273,17,1,5,"articulation","teaching","5_t_stim_a.png",268,0.981684981684982,1,"Legato","teaching-articulation"
3,20,8823,79,66,1,2,273,17,1,5,"articulation","teaching","5_t_stim_a.png",270,0.989010989010989,2,"Legato","teaching-articulation"
4,23,9073,76,58,1,2,273,17,1,5,"articulation","teaching","5_t_stim_a.png",250,0.915750915750916,3,"Legato","teaching-articulation"
5,24,9353,72,59,1,2,273,17,1,5,"articulation","teaching","5_t_stim_a.png",280,1.02564102564103,4,"Legato","teaching-articulation"
