RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error
39,91,23748,62,61,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
40,93,24027,64,50,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
41,95,24341,65,52,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
42,97,24674,67,57,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
43,98,24945,65,61,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
44,100,25219,64,65,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
45,102,25494,62,61,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
46,104,25760,60,58,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
47,106,26043,62,60,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
48,108,26328,64,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
49,110,26598,65,56,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
50,113,26919,67,68,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
51,115,27195,65,68,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
52,117,27483,64,57,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
53,119,27741,62,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
54,121,28007,60,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
55,123,28295,62,60,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
56,125,28588,64,50,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
57,127,28890,65,49,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
58,129,29213,67,56,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
59,130,29484,65,54,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
60,133,29778,64,56,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
61,135,30075,62,47,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
62,136,30366,60,56,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
63,138,30674,62,60,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
64,140,30981,64,62,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
65,143,31276,65,56,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
66,144,31601,67,54,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
67,147,33293,60,58,1,2,1,3,5,articulation,performing,5_p_stim_a.png,1
1,17,8987,60,81,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
2,19,9236,62,93,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
3,21,9483,64,95,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
4,23,9713,65,101,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
5,25,9958,67,96,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
6,27,10203,65,87,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
7,29,10454,64,94,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
8,31,10682,62,86,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
9,33,10950,60,56,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
10,35,11217,62,60,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
11,37,11448,64,59,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
12,39,11684,65,67,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
13,41,11925,67,72,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
14,43,12160,65,61,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
15,43,,64,,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
16,45,12686,62,83,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
17,47,13017,60,89,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
18,49,13238,62,93,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
19,51,13474,64,91,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
20,53,13710,65,95,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
21,55,13931,67,89,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
22,57,14169,65,87,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
23,59,14424,64,77,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
24,61,14646,62,80,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
25,63,14908,60,73,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
26,65,15153,62,64,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
27,67,15400,64,72,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
28,69,15602,65,67,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
29,71,15836,67,72,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
30,73,16060,65,68,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
31,75,16322,64,63,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
32,77,16557,62,71,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
33,79,16838,60,80,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
34,81,17923,67,77,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
35,83,18166,65,69,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
36,85,18405,64,51,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
37,87,18644,62,81,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
38,89,18874,60,72,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
39,91,19150,62,60,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
40,93,19396,64,75,1,2,5,4,3,dynamics,performing,3_p_stim_d.png,1
