"RowNr","NoteNr","TimeStamp","Pitch","Velocity","Key_OnOff","Device","Tempo","SubNr","BlockNr","TrialNr","Skill","Condition","Image"
"37","92","18441","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"38","94","18679","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"39","96","18942","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"40","100","NA","81","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"41","102","NA","77","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"42","104","NA","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"43","105","NA","74","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"44","107","20346","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"45","110","20782","79","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"46","111","20811","74","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"47","113","21029","71","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"48","114","21116","72","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"49","116","21356","72","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"50","118","21542","74","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"51","120","21822","74","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"52","122","22650","76","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"53","124","23214","65","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"54","127","23609","65","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"55","128","23684","64","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"56","131","24094","64","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"57","132","24604","62","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"58","134","25145","67","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
"59","137","25512","67","64","0","2","120","1","2","3","dynamics","teaching","3_t_stim_d.png"
