RowNr,NoteNr,TimeStamp,Pitch,Velocity,Key_OnOff,Device,SubNr,BlockNr,TrialNr,Skill,Condition,Image,Error,Tempo
57,128,26371,62,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
58,130,26913,67,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
59,132,27182,67,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
60,134,27438,71,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
61,136,27700,71,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
62,138,27968,72,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
63,140,28281,72,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
64,142,28551,73,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
65,144,28832,73,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
66,147,29658,74,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
67,149,30204,77,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
68,151,30767,76,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
69,152,31186,74,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
70,154,31793,72,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
71,156,32382,84,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
72,158,33139,84,64,0,2,4,1,1,dynamics,performing,1_p_stim_d.png,1,110
1,19,7661,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
2,21,7917,78,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
3,23,8204,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
4,25,8490,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
5,26,8659,72,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
6,28,8775,67,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
7,30,9027,67,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
8,32,9299,67,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
9,35,9807,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
10,37,10073,78,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
11,39,10357,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
12,40,10488,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
13,43,10885,72,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
14,45,11152,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
15,47,11390,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
16,48,11512,84,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
17,51,11948,83,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
18,52,11990,81,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
19,54,12262,81,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
20,56,12551,81,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
21,59,13054,83,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
22,61,13302,81,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
23,63,13562,84,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
24,64,13740,81,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
25,67,14098,78,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
26,68,14198,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
27,70,14794,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
28,72,15625,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
29,74,16152,77,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
30,76,16432,77,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
31,78,16700,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
32,80,16964,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
33,82,17805,74,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
34,84,18804,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
35,86,19342,77,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
36,88,19530,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
37,90,19800,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
38,92,20062,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
39,94,20324,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
40,97,20885,81,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
41,99,21141,77,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
42,101,21382,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
43,102,21563,74,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
44,105,21961,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
45,107,22214,79,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
46,108,22436,74,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
47,110,22593,71,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
48,112,22761,72,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
49,114,23049,72,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
50,116,23594,74,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
51,116,,74,,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
52,118,24387,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
53,120,24994,65,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
54,122,25268,65,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
55,124,25536,64,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
56,126,25809,64,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
57,128,26611,62,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
58,130,27157,67,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
59,132,27438,67,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
60,134,27692,71,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
61,136,27984,71,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
62,138,28263,72,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
63,140,28531,72,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
64,142,28802,73,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
65,144,29084,73,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
66,147,29863,74,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
67,149,30459,77,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
68,151,31055,76,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
69,153,31589,74,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
70,154,32138,72,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
71,156,32675,84,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
72,158,33507,84,64,0,2,4,1,4,dynamics,performing,4_p_stim_d.png,1,110
1,19,7714,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
2,21,8006,78,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
3,23,8288,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
4,25,8573,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
5,26,8706,72,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
6,28,8831,67,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
7,30,9085,67,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
8,32,9380,67,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
9,35,9894,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
10,37,10175,78,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
11,39,10456,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
12,41,10733,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
13,43,10998,72,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
14,45,11317,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
15,47,11491,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
16,49,11827,84,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
17,50,11874,83,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
18,52,12062,81,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
19,54,12327,81,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
20,56,12606,81,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
21,59,13137,83,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
22,61,13377,81,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
23,63,13679,84,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
24,65,13940,81,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
25,66,14175,78,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
26,68,14266,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
27,70,14882,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
28,72,15771,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
29,74,16214,77,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
30,76,16478,77,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
31,78,16746,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
32,78,,76,,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
33,80,17965,74,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
34,82,18883,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
35,84,19373,77,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
36,86,19568,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
37,88,19829,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
38,90,20084,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
39,92,20342,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
40,95,20881,81,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
41,97,21118,77,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
42,99,21373,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
43,101,21659,74,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
44,103,21909,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
45,105,22226,79,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
46,106,22412,74,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
47,108,22582,71,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
48,110,22704,72,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
49,112,22988,72,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
50,114,23238,74,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
51,116,23537,74,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
52,118,24377,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
53,120,24896,65,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
54,122,25167,65,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
55,124,25442,64,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
56,126,25731,64,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
57,128,26597,62,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
58,130,27062,67,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
59,132,27319,67,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
60,134,27579,71,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
61,136,27833,71,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
62,138,28091,72,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
63,140,28368,72,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
64,142,28640,73,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
65,144,28938,73,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
66,147,29722,74,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
67,149,30306,77,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
68,151,30899,76,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
69,152,31430,74,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
70,154,31961,72,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
71,156,32536,84,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
72,158,33372,84,64,0,2,4,2,6,articulation,performing,6_p_stim_a.png,1,110
1,19,7690,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
2,20,7942,78,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
3,23,8218,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
4,25,8489,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
5,26,8723,72,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
6,28,8784,67,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
7,30,9043,67,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
8,32,9320,67,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
9,35,9826,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
10,37,10120,78,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
11,39,10363,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
12,41,10645,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
13,43,10915,72,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
14,45,11196,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
15,46,11391,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
16,49,11684,84,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
17,50,11834,83,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
18,52,11995,81,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
19,54,12244,81,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
20,56,12519,81,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
21,59,13001,83,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
22,61,13270,81,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
23,63,13537,84,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
24,65,13792,81,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
25,67,14058,78,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
26,68,14184,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
27,70,14728,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
28,72,15637,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
29,74,16135,77,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
30,74,,77,,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
31,76,16661,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
32,78,16923,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
33,80,17800,74,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
34,82,18678,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
35,84,19232,77,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
36,86,19408,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
37,88,19654,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
38,90,19922,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
39,92,20180,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
40,95,20727,81,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
41,97,20951,77,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
42,99,21213,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
43,101,21491,74,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
44,103,21735,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
45,105,22033,79,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
46,106,22251,74,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
47,108,22417,71,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
48,110,22550,72,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
49,112,22831,72,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
50,114,23084,74,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
51,116,23355,74,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
52,118,24150,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
53,120,24748,65,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
54,122,25019,65,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
55,124,25281,64,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
56,126,25549,64,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
57,128,26386,62,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
58,130,26916,67,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
59,132,27180,67,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
60,134,27431,71,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
61,136,27703,71,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
62,138,27988,72,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
63,140,28258,72,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
64,142,28499,73,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
65,144,28773,73,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
66,147,29562,74,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
67,149,30143,77,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
68,151,30683,76,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
69,152,31162,74,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
70,154,31748,72,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
71,156,32266,84,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
72,158,33153,84,64,0,2,4,3,6,dynamics,teaching,6_t_stim_d.png,1,110
1,19,7692,79,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
2,21,7959,78,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
3,23,8253,79,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
4,24,8443,76,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
5,26,8739,72,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
6,28,8820,67,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
7,30,9066,67,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
8,32,9340,67,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
9,35,9840,79,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
10,36,10093,78,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
11,39,10395,79,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
12,41,10666,76,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
13,43,10940,72,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
14,45,11234,76,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
15,46,11442,79,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
16,49,11763,84,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
17,50,11872,83,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
18,52,12310,81,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
19,54,12568,81,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
20,54,,81,,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
21,57,13081,83,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
22,59,13348,81,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
23,61,13608,84,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
24,63,13866,81,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
25,65,14130,78,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
26,66,14236,79,64,0,2,4,3,7,dynamics,teaching,7_t_stim_d.png,1,110
